Operation{accountId=3226, type=DEPOSIT, value=7554}
Operation{accountId=6649, type=WITHDRAW, value=4013}
Operation{accountId=4783, type=WITHDRAW, value=7370}
Operation{accountId=8234, type=WITHDRAW, value=2160}
Operation{accountId=51, type=WITHDRAW, value=2801}
Operation{accountId=7924, type=WITHDRAW, value=5719}
Operation{accountId=6456, type=WITHDRAW, value=9461}
Operation{accountId=6736, type=WITHDRAW, value=8120}
Operation{accountId=8782, type=WITHDRAW, value=7457}
Operation{accountId=9409, type=WITHDRAW, value=4006}
Operation{accountId=6414, type=WITHDRAW, value=6339}
Operation{accountId=8683, type=WITHDRAW, value=6467}
Operation{accountId=763, type=WITHDRAW, value=8404}
Operation{accountId=1646, type=WITHDRAW, value=2562}
Operation{accountId=4374, type=WITHDRAW, value=5286}
Operation{accountId=16, type=WITHDRAW, value=8158}
Operation{accountId=2833, type=WITHDRAW, value=6857}
Operation{accountId=9432, type=WITHDRAW, value=6672}
Operation{accountId=5227, type=WITHDRAW, value=1866}
Operation{accountId=5238, type=WITHDRAW, value=6081}
Operation{accountId=2058, type=WITHDRAW, value=9512}
Operation{accountId=6033, type=WITHDRAW, value=3021}
Operation{accountId=5063, type=WITHDRAW, value=5540}
Operation{accountId=6521, type=WITHDRAW, value=9712}
Operation{accountId=3363, type=WITHDRAW, value=1556}
Operation{accountId=3722, type=WITHDRAW, value=9360}
Operation{accountId=2072, type=WITHDRAW, value=7412}
Operation{accountId=9282, type=WITHDRAW, value=2534}
Operation{accountId=6810, type=WITHDRAW, value=1547}
Operation{accountId=1529, type=WITHDRAW, value=3194}
Operation{accountId=6604, type=WITHDRAW, value=4821}
Operation{accountId=8591, type=WITHDRAW, value=1066}
Operation{accountId=4271, type=WITHDRAW, value=8754}
Operation{accountId=6196, type=WITHDRAW, value=2038}
Operation{accountId=2052, type=WITHDRAW, value=5866}
Operation{accountId=6673, type=WITHDRAW, value=699}
Operation{accountId=5635, type=WITHDRAW, value=443}
Operation{accountId=2564, type=WITHDRAW, value=4571}
Operation{accountId=3844, type=WITHDRAW, value=5025}
Operation{accountId=2760, type=WITHDRAW, value=9749}
Operation{accountId=3291, type=WITHDRAW, value=7920}
Operation{accountId=7123, type=WITHDRAW, value=6167}
Operation{accountId=1745, type=WITHDRAW, value=5377}
Operation{accountId=1369, type=WITHDRAW, value=3916}
Operation{accountId=237, type=WITHDRAW, value=3623}
Operation{accountId=6333, type=WITHDRAW, value=1811}
Operation{accountId=7569, type=WITHDRAW, value=9852}
Operation{accountId=9896, type=WITHDRAW, value=7118}
Operation{accountId=4193, type=WITHDRAW, value=2653}
Operation{accountId=2050, type=WITHDRAW, value=3507}
Operation{accountId=7102, type=WITHDRAW, value=8239}
Operation{accountId=957, type=WITHDRAW, value=9507}
Operation{accountId=2928, type=WITHDRAW, value=3245}
Operation{accountId=4994, type=WITHDRAW, value=7188}
Operation{accountId=5059, type=WITHDRAW, value=8207}
Operation{accountId=2915, type=WITHDRAW, value=5182}
Operation{accountId=7544, type=WITHDRAW, value=1160}
Operation{accountId=8623, type=WITHDRAW, value=8798}
Operation{accountId=5149, type=WITHDRAW, value=5836}
Operation{accountId=2324, type=WITHDRAW, value=9002}
Operation{accountId=9639, type=WITHDRAW, value=1308}
Operation{accountId=4686, type=WITHDRAW, value=8434}
Operation{accountId=1930, type=WITHDRAW, value=6640}
Operation{accountId=574, type=WITHDRAW, value=367}
Operation{accountId=3771, type=WITHDRAW, value=5872}
Operation{accountId=3126, type=WITHDRAW, value=7579}
Operation{accountId=9965, type=WITHDRAW, value=7918}
Operation{accountId=4240, type=WITHDRAW, value=9612}
Operation{accountId=727, type=WITHDRAW, value=9939}
Operation{accountId=7486, type=WITHDRAW, value=8414}
Operation{accountId=7175, type=WITHDRAW, value=6277}
Operation{accountId=157, type=WITHDRAW, value=5628}
Operation{accountId=1232, type=WITHDRAW, value=6577}
Operation{accountId=6419, type=WITHDRAW, value=6651}
Operation{accountId=5183, type=WITHDRAW, value=7979}
Operation{accountId=5031, type=WITHDRAW, value=931}
Operation{accountId=1708, type=WITHDRAW, value=4624}
Operation{accountId=1407, type=WITHDRAW, value=3307}
Operation{accountId=4747, type=WITHDRAW, value=4468}
Operation{accountId=4804, type=WITHDRAW, value=5520}
Operation{accountId=1905, type=WITHDRAW, value=1868}
Operation{accountId=4435, type=WITHDRAW, value=1250}
Operation{accountId=2484, type=WITHDRAW, value=4954}
Operation{accountId=2045, type=WITHDRAW, value=9835}
Operation{accountId=828, type=WITHDRAW, value=945}
Operation{accountId=6621, type=WITHDRAW, value=9676}
Operation{accountId=8390, type=WITHDRAW, value=4756}
Operation{accountId=5529, type=WITHDRAW, value=9365}
Operation{accountId=2055, type=WITHDRAW, value=6975}
Operation{accountId=4850, type=WITHDRAW, value=929}
Operation{accountId=140, type=WITHDRAW, value=6705}
Operation{accountId=5734, type=WITHDRAW, value=9500}
Operation{accountId=1776, type=WITHDRAW, value=7237}
Operation{accountId=6357, type=WITHDRAW, value=674}
Operation{accountId=2056, type=WITHDRAW, value=8860}
Operation{accountId=7504, type=WITHDRAW, value=8950}
Operation{accountId=2296, type=WITHDRAW, value=1096}
Operation{accountId=3277, type=WITHDRAW, value=1819}
Operation{accountId=344, type=WITHDRAW, value=1815}
Operation{accountId=7719, type=WITHDRAW, value=5330}
Operation{accountId=4321, type=WITHDRAW, value=9882}
Operation{accountId=9891, type=WITHDRAW, value=8081}
Operation{accountId=6194, type=WITHDRAW, value=5537}
Operation{accountId=2237, type=WITHDRAW, value=7580}
Operation{accountId=6143, type=WITHDRAW, value=7525}
Operation{accountId=6881, type=WITHDRAW, value=9219}
Operation{accountId=6472, type=WITHDRAW, value=1442}
Operation{accountId=1237, type=WITHDRAW, value=7544}
Operation{accountId=824, type=WITHDRAW, value=8447}
Operation{accountId=8851, type=WITHDRAW, value=7755}
Operation{accountId=420, type=WITHDRAW, value=1468}
Operation{accountId=8933, type=WITHDRAW, value=3476}
Operation{accountId=4323, type=WITHDRAW, value=7158}
Operation{accountId=8009, type=WITHDRAW, value=3516}
Operation{accountId=3549, type=WITHDRAW, value=6057}
Operation{accountId=8564, type=WITHDRAW, value=4904}
Operation{accountId=7852, type=WITHDRAW, value=5427}
Operation{accountId=5011, type=WITHDRAW, value=9730}
Operation{accountId=6703, type=WITHDRAW, value=145}
Operation{accountId=2252, type=WITHDRAW, value=2374}
Operation{accountId=4846, type=WITHDRAW, value=2264}
Operation{accountId=9203, type=WITHDRAW, value=631}
Operation{accountId=9607, type=WITHDRAW, value=7938}
Operation{accountId=6712, type=WITHDRAW, value=6588}
Operation{accountId=87, type=WITHDRAW, value=7732}
Operation{accountId=9214, type=WITHDRAW, value=2378}
Operation{accountId=5140, type=WITHDRAW, value=8456}
Operation{accountId=6871, type=WITHDRAW, value=510}
Operation{accountId=3207, type=WITHDRAW, value=2811}
Operation{accountId=9530, type=WITHDRAW, value=6535}
Operation{accountId=1959, type=WITHDRAW, value=4052}
Operation{accountId=5111, type=WITHDRAW, value=4030}
Operation{accountId=5552, type=WITHDRAW, value=9472}
Operation{accountId=8353, type=WITHDRAW, value=836}
Operation{accountId=9219, type=WITHDRAW, value=9575}
Operation{accountId=4234, type=WITHDRAW, value=2086}
Operation{accountId=4663, type=WITHDRAW, value=7820}
Operation{accountId=7325, type=WITHDRAW, value=5071}
Operation{accountId=7085, type=WITHDRAW, value=1334}
Operation{accountId=1908, type=WITHDRAW, value=9802}
Operation{accountId=3073, type=WITHDRAW, value=9206}
Operation{accountId=7657, type=WITHDRAW, value=9331}
Operation{accountId=3788, type=WITHDRAW, value=5556}
Operation{accountId=7498, type=WITHDRAW, value=2201}
Operation{accountId=7622, type=WITHDRAW, value=1274}
Operation{accountId=5429, type=WITHDRAW, value=321}
Operation{accountId=2553, type=WITHDRAW, value=8797}
Operation{accountId=9027, type=WITHDRAW, value=570}
Operation{accountId=5649, type=WITHDRAW, value=4228}
Operation{accountId=6898, type=WITHDRAW, value=2937}
Operation{accountId=5008, type=WITHDRAW, value=8198}
Operation{accountId=7291, type=WITHDRAW, value=369}
Operation{accountId=2590, type=WITHDRAW, value=3236}
Operation{accountId=6114, type=WITHDRAW, value=384}
Operation{accountId=4333, type=WITHDRAW, value=6800}
Operation{accountId=8907, type=WITHDRAW, value=9641}
Operation{accountId=4106, type=WITHDRAW, value=409}
Operation{accountId=8537, type=WITHDRAW, value=9145}
Operation{accountId=8528, type=WITHDRAW, value=8916}
Operation{accountId=8561, type=WITHDRAW, value=3768}
Operation{accountId=8486, type=WITHDRAW, value=5625}
Operation{accountId=8734, type=WITHDRAW, value=2655}
Operation{accountId=809, type=WITHDRAW, value=3367}
Operation{accountId=526, type=WITHDRAW, value=8768}
Operation{accountId=2884, type=WITHDRAW, value=1860}
Operation{accountId=4842, type=WITHDRAW, value=6054}
Operation{accountId=2267, type=WITHDRAW, value=5188}
Operation{accountId=2531, type=WITHDRAW, value=3530}
Operation{accountId=7320, type=WITHDRAW, value=677}
Operation{accountId=3031, type=WITHDRAW, value=4575}
Operation{accountId=2764, type=WITHDRAW, value=5926}
Operation{accountId=9234, type=WITHDRAW, value=6426}
Operation{accountId=8055, type=WITHDRAW, value=1010}
Operation{accountId=49, type=WITHDRAW, value=1826}
Operation{accountId=4579, type=WITHDRAW, value=1677}
Operation{accountId=50, type=WITHDRAW, value=6784}
Operation{accountId=4251, type=WITHDRAW, value=7961}
Operation{accountId=3784, type=WITHDRAW, value=403}
Operation{accountId=7449, type=WITHDRAW, value=5749}
Operation{accountId=8043, type=WITHDRAW, value=7011}
Operation{accountId=9116, type=WITHDRAW, value=4947}
Operation{accountId=9132, type=WITHDRAW, value=8639}
Operation{accountId=1656, type=WITHDRAW, value=3525}
Operation{accountId=2213, type=WITHDRAW, value=3381}
Operation{accountId=9624, type=WITHDRAW, value=6819}
Operation{accountId=5871, type=WITHDRAW, value=9406}
Operation{accountId=4030, type=WITHDRAW, value=8907}
Operation{accountId=5085, type=WITHDRAW, value=4324}
Operation{accountId=2939, type=WITHDRAW, value=8661}
Operation{accountId=3894, type=WITHDRAW, value=2192}
Operation{accountId=6522, type=WITHDRAW, value=6338}
Operation{accountId=6464, type=WITHDRAW, value=2516}
Operation{accountId=1831, type=WITHDRAW, value=8545}
Operation{accountId=4008, type=WITHDRAW, value=674}
Operation{accountId=3902, type=WITHDRAW, value=7437}
Operation{accountId=9182, type=WITHDRAW, value=2935}
Operation{accountId=8797, type=WITHDRAW, value=2183}
Operation{accountId=5068, type=WITHDRAW, value=7224}
Operation{accountId=6251, type=WITHDRAW, value=9355}
Operation{accountId=3047, type=WITHDRAW, value=9303}
Operation{accountId=6578, type=WITHDRAW, value=3233}
Operation{accountId=9551, type=WITHDRAW, value=978}
Operation{accountId=6855, type=WITHDRAW, value=2483}
Operation{accountId=2865, type=WITHDRAW, value=4616}
Operation{accountId=4539, type=WITHDRAW, value=7350}
Operation{accountId=379, type=WITHDRAW, value=168}
Operation{accountId=2634, type=WITHDRAW, value=151}
Operation{accountId=8351, type=WITHDRAW, value=9049}
Operation{accountId=1472, type=WITHDRAW, value=1059}
Operation{accountId=8705, type=WITHDRAW, value=1616}
Operation{accountId=299, type=WITHDRAW, value=690}
Operation{accountId=2171, type=WITHDRAW, value=6753}
Operation{accountId=4652, type=WITHDRAW, value=434}
Operation{accountId=1776, type=WITHDRAW, value=7461}
Operation{accountId=9239, type=WITHDRAW, value=1644}
Operation{accountId=732, type=WITHDRAW, value=9459}
Operation{accountId=6042, type=WITHDRAW, value=5700}
Operation{accountId=4698, type=WITHDRAW, value=2623}
Operation{accountId=9771, type=WITHDRAW, value=1794}
Operation{accountId=8832, type=WITHDRAW, value=5548}
Operation{accountId=4009, type=WITHDRAW, value=200}
Operation{accountId=6197, type=WITHDRAW, value=3503}
Operation{accountId=5300, type=WITHDRAW, value=3600}
Operation{accountId=851, type=WITHDRAW, value=1169}
Operation{accountId=761, type=WITHDRAW, value=5956}
Operation{accountId=5256, type=WITHDRAW, value=9281}
Operation{accountId=5014, type=WITHDRAW, value=7801}
Operation{accountId=3174, type=WITHDRAW, value=6516}
Operation{accountId=6204, type=WITHDRAW, value=4616}
Operation{accountId=2329, type=WITHDRAW, value=4857}
Operation{accountId=7921, type=WITHDRAW, value=3930}
Operation{accountId=2296, type=WITHDRAW, value=1230}
Operation{accountId=3093, type=WITHDRAW, value=1568}
Operation{accountId=7173, type=WITHDRAW, value=4776}
Operation{accountId=5613, type=WITHDRAW, value=7164}
Operation{accountId=6240, type=WITHDRAW, value=6643}
Operation{accountId=1963, type=WITHDRAW, value=5840}
Operation{accountId=4936, type=WITHDRAW, value=6503}
Operation{accountId=3807, type=WITHDRAW, value=17}
Operation{accountId=3392, type=WITHDRAW, value=2147}
Operation{accountId=9878, type=WITHDRAW, value=2759}
Operation{accountId=4928, type=WITHDRAW, value=4952}
Operation{accountId=3905, type=WITHDRAW, value=6196}
Operation{accountId=6690, type=WITHDRAW, value=8084}
Operation{accountId=9457, type=WITHDRAW, value=4062}
Operation{accountId=6461, type=WITHDRAW, value=3258}
Operation{accountId=6397, type=WITHDRAW, value=971}
Operation{accountId=6976, type=WITHDRAW, value=5259}
Operation{accountId=5766, type=WITHDRAW, value=9688}
Operation{accountId=212, type=WITHDRAW, value=4339}
Operation{accountId=6514, type=WITHDRAW, value=3862}
Operation{accountId=7283, type=WITHDRAW, value=4178}
Operation{accountId=7316, type=WITHDRAW, value=7202}
Operation{accountId=263, type=WITHDRAW, value=133}
Operation{accountId=2509, type=WITHDRAW, value=8287}
Operation{accountId=7210, type=WITHDRAW, value=5696}
Operation{accountId=4236, type=WITHDRAW, value=7617}
Operation{accountId=5997, type=WITHDRAW, value=7595}
Operation{accountId=7585, type=WITHDRAW, value=2025}
Operation{accountId=1941, type=WITHDRAW, value=1366}
Operation{accountId=4959, type=WITHDRAW, value=6696}
Operation{accountId=6032, type=WITHDRAW, value=314}
Operation{accountId=783, type=WITHDRAW, value=2082}
Operation{accountId=9350, type=WITHDRAW, value=5198}
Operation{accountId=1937, type=WITHDRAW, value=5697}
Operation{accountId=2906, type=WITHDRAW, value=2899}
Operation{accountId=6062, type=WITHDRAW, value=2195}
Operation{accountId=9246, type=WITHDRAW, value=4780}
Operation{accountId=969, type=WITHDRAW, value=9425}
Operation{accountId=902, type=WITHDRAW, value=6365}
Operation{accountId=5844, type=WITHDRAW, value=4108}
Operation{accountId=7798, type=WITHDRAW, value=3359}
Operation{accountId=9166, type=WITHDRAW, value=6294}
Operation{accountId=1285, type=WITHDRAW, value=5005}
Operation{accountId=2858, type=WITHDRAW, value=394}
Operation{accountId=5042, type=WITHDRAW, value=4094}
Operation{accountId=2427, type=WITHDRAW, value=2282}
Operation{accountId=1317, type=WITHDRAW, value=8815}
Operation{accountId=7835, type=WITHDRAW, value=3827}
Operation{accountId=3855, type=WITHDRAW, value=124}
Operation{accountId=7275, type=WITHDRAW, value=8927}
Operation{accountId=9675, type=WITHDRAW, value=2683}
Operation{accountId=1956, type=WITHDRAW, value=6118}
Operation{accountId=998, type=WITHDRAW, value=998}
Operation{accountId=9533, type=WITHDRAW, value=1138}
Operation{accountId=1930, type=WITHDRAW, value=2131}
Operation{accountId=5894, type=WITHDRAW, value=5038}
Operation{accountId=4102, type=WITHDRAW, value=6529}
Operation{accountId=4832, type=WITHDRAW, value=9577}
Operation{accountId=298, type=WITHDRAW, value=3729}
Operation{accountId=9471, type=WITHDRAW, value=1389}
Operation{accountId=3517, type=WITHDRAW, value=7407}
Operation{accountId=3752, type=WITHDRAW, value=5495}
Operation{accountId=4657, type=WITHDRAW, value=4187}
Operation{accountId=2324, type=WITHDRAW, value=9410}
Operation{accountId=6015, type=WITHDRAW, value=4408}
Operation{accountId=4327, type=WITHDRAW, value=1013}
Operation{accountId=5004, type=WITHDRAW, value=9489}
Operation{accountId=8538, type=WITHDRAW, value=7589}
Operation{accountId=4493, type=WITHDRAW, value=9715}
Operation{accountId=9428, type=WITHDRAW, value=6600}
Operation{accountId=9751, type=WITHDRAW, value=8347}
Operation{accountId=2455, type=WITHDRAW, value=5160}
Operation{accountId=79, type=WITHDRAW, value=4156}
Operation{accountId=9415, type=WITHDRAW, value=5071}
Operation{accountId=3088, type=WITHDRAW, value=9452}
Operation{accountId=5637, type=WITHDRAW, value=37}
Operation{accountId=8363, type=WITHDRAW, value=1549}
Operation{accountId=5274, type=WITHDRAW, value=5236}
Operation{accountId=2088, type=WITHDRAW, value=3267}
Operation{accountId=7007, type=WITHDRAW, value=2948}
Operation{accountId=2346, type=WITHDRAW, value=2151}
Operation{accountId=5385, type=WITHDRAW, value=728}
Operation{accountId=9169, type=WITHDRAW, value=8743}
Operation{accountId=6290, type=WITHDRAW, value=2131}
Operation{accountId=1225, type=WITHDRAW, value=8759}
Operation{accountId=1026, type=WITHDRAW, value=4872}
Operation{accountId=4208, type=WITHDRAW, value=4072}
Operation{accountId=8237, type=WITHDRAW, value=7998}
Operation{accountId=3813, type=WITHDRAW, value=3075}
Operation{accountId=7237, type=WITHDRAW, value=3292}
Operation{accountId=1420, type=WITHDRAW, value=3443}
Operation{accountId=7792, type=WITHDRAW, value=5702}
Operation{accountId=4926, type=WITHDRAW, value=8908}
Operation{accountId=2085, type=WITHDRAW, value=3764}
Operation{accountId=4221, type=WITHDRAW, value=8300}
Operation{accountId=6752, type=WITHDRAW, value=2204}
Operation{accountId=4276, type=WITHDRAW, value=828}
Operation{accountId=8373, type=WITHDRAW, value=507}
Operation{accountId=3005, type=WITHDRAW, value=7730}
Operation{accountId=9201, type=WITHDRAW, value=1093}
Operation{accountId=6381, type=WITHDRAW, value=7}
Operation{accountId=6684, type=WITHDRAW, value=7142}
Operation{accountId=1674, type=WITHDRAW, value=7504}
Operation{accountId=6554, type=WITHDRAW, value=4}
Operation{accountId=4396, type=WITHDRAW, value=6715}
Operation{accountId=7745, type=WITHDRAW, value=2724}
Operation{accountId=5297, type=WITHDRAW, value=6760}
Operation{accountId=8436, type=WITHDRAW, value=4485}
Operation{accountId=9451, type=WITHDRAW, value=9873}
Operation{accountId=9838, type=WITHDRAW, value=5724}
Operation{accountId=8756, type=WITHDRAW, value=8680}
Operation{accountId=1611, type=WITHDRAW, value=2557}
Operation{accountId=3442, type=WITHDRAW, value=1387}
Operation{accountId=9216, type=WITHDRAW, value=963}
Operation{accountId=4485, type=WITHDRAW, value=1894}
Operation{accountId=3819, type=WITHDRAW, value=2413}
Operation{accountId=5244, type=WITHDRAW, value=8918}
Operation{accountId=1781, type=WITHDRAW, value=134}
Operation{accountId=9864, type=WITHDRAW, value=5749}
Operation{accountId=9699, type=WITHDRAW, value=2286}
Operation{accountId=8393, type=WITHDRAW, value=3863}
Operation{accountId=1308, type=WITHDRAW, value=9306}
Operation{accountId=7748, type=WITHDRAW, value=6880}
Operation{accountId=9029, type=WITHDRAW, value=3748}
Operation{accountId=7142, type=WITHDRAW, value=624}
Operation{accountId=6696, type=WITHDRAW, value=7936}
Operation{accountId=7650, type=WITHDRAW, value=3212}
Operation{accountId=4995, type=WITHDRAW, value=3085}
Operation{accountId=998, type=WITHDRAW, value=6617}
Operation{accountId=2637, type=WITHDRAW, value=1684}
Operation{accountId=1500, type=WITHDRAW, value=1639}
Operation{accountId=7923, type=WITHDRAW, value=7137}
Operation{accountId=8252, type=WITHDRAW, value=3273}
Operation{accountId=1281, type=WITHDRAW, value=3211}
Operation{accountId=8095, type=WITHDRAW, value=5085}
Operation{accountId=4268, type=WITHDRAW, value=1969}
Operation{accountId=4750, type=WITHDRAW, value=268}
Operation{accountId=6827, type=WITHDRAW, value=8530}
Operation{accountId=9432, type=WITHDRAW, value=4783}
Operation{accountId=8134, type=WITHDRAW, value=5193}
Operation{accountId=4131, type=WITHDRAW, value=9147}
Operation{accountId=9143, type=WITHDRAW, value=3540}
Operation{accountId=5914, type=WITHDRAW, value=3883}
Operation{accountId=798, type=WITHDRAW, value=8463}
Operation{accountId=8309, type=WITHDRAW, value=7721}
Operation{accountId=9440, type=WITHDRAW, value=2722}
Operation{accountId=5767, type=WITHDRAW, value=3465}
Operation{accountId=9951, type=WITHDRAW, value=9844}
Operation{accountId=5456, type=WITHDRAW, value=3746}
Operation{accountId=6596, type=WITHDRAW, value=1433}
Operation{accountId=5746, type=WITHDRAW, value=7290}
Operation{accountId=3641, type=WITHDRAW, value=7327}
Operation{accountId=8480, type=WITHDRAW, value=5709}
Operation{accountId=9683, type=WITHDRAW, value=4546}
Operation{accountId=6098, type=WITHDRAW, value=1753}
Operation{accountId=9341, type=WITHDRAW, value=4519}
Operation{accountId=6374, type=WITHDRAW, value=2249}
Operation{accountId=7120, type=WITHDRAW, value=8795}
Operation{accountId=8721, type=WITHDRAW, value=6507}
Operation{accountId=8318, type=WITHDRAW, value=1096}
Operation{accountId=9891, type=WITHDRAW, value=1056}
Operation{accountId=8702, type=WITHDRAW, value=608}
Operation{accountId=6457, type=WITHDRAW, value=4176}
Operation{accountId=9921, type=WITHDRAW, value=1305}
Operation{accountId=4235, type=WITHDRAW, value=9224}
Operation{accountId=8915, type=WITHDRAW, value=4198}
Operation{accountId=6037, type=WITHDRAW, value=2817}
Operation{accountId=6349, type=WITHDRAW, value=5134}
Operation{accountId=8324, type=WITHDRAW, value=5790}
Operation{accountId=8904, type=WITHDRAW, value=2940}
Operation{accountId=3158, type=WITHDRAW, value=6642}
Operation{accountId=1596, type=WITHDRAW, value=4226}
Operation{accountId=691, type=WITHDRAW, value=9963}
Operation{accountId=3830, type=WITHDRAW, value=8826}
Operation{accountId=8379, type=WITHDRAW, value=4639}
Operation{accountId=8839, type=WITHDRAW, value=10}
Operation{accountId=3957, type=WITHDRAW, value=4017}
Operation{accountId=5369, type=WITHDRAW, value=5875}
Operation{accountId=5767, type=WITHDRAW, value=9424}
Operation{accountId=4638, type=WITHDRAW, value=9526}
Operation{accountId=1955, type=WITHDRAW, value=5709}
Operation{accountId=129, type=WITHDRAW, value=9012}
Operation{accountId=7198, type=WITHDRAW, value=9910}
Operation{accountId=781, type=WITHDRAW, value=3793}
Operation{accountId=2108, type=WITHDRAW, value=2852}
Operation{accountId=9964, type=WITHDRAW, value=2292}
Operation{accountId=8519, type=WITHDRAW, value=1901}
Operation{accountId=9319, type=WITHDRAW, value=302}
Operation{accountId=3551, type=WITHDRAW, value=3671}
Operation{accountId=2173, type=WITHDRAW, value=4948}
Operation{accountId=1371, type=WITHDRAW, value=362}
Operation{accountId=2847, type=WITHDRAW, value=4570}
Operation{accountId=5341, type=WITHDRAW, value=2849}
Operation{accountId=5608, type=WITHDRAW, value=9694}
Operation{accountId=6228, type=WITHDRAW, value=4509}
Operation{accountId=9113, type=WITHDRAW, value=9359}
Operation{accountId=6331, type=WITHDRAW, value=9973}
Operation{accountId=9282, type=WITHDRAW, value=7896}
Operation{accountId=4351, type=WITHDRAW, value=813}
Operation{accountId=4013, type=WITHDRAW, value=1260}
Operation{accountId=1629, type=WITHDRAW, value=8770}
Operation{accountId=1525, type=WITHDRAW, value=8463}
Operation{accountId=7130, type=WITHDRAW, value=6560}
Operation{accountId=9524, type=WITHDRAW, value=9215}
Operation{accountId=4828, type=WITHDRAW, value=8784}
Operation{accountId=7737, type=WITHDRAW, value=3774}
Operation{accountId=7029, type=WITHDRAW, value=2946}
Operation{accountId=8760, type=WITHDRAW, value=1181}
Operation{accountId=9681, type=WITHDRAW, value=4067}
Operation{accountId=4844, type=WITHDRAW, value=262}
Operation{accountId=6181, type=WITHDRAW, value=3034}
Operation{accountId=4840, type=WITHDRAW, value=5094}
Operation{accountId=7095, type=WITHDRAW, value=1396}
Operation{accountId=5675, type=WITHDRAW, value=4581}
Operation{accountId=1500, type=WITHDRAW, value=8266}
Operation{accountId=4145, type=WITHDRAW, value=6052}
Operation{accountId=3468, type=WITHDRAW, value=7949}
Operation{accountId=2262, type=WITHDRAW, value=9537}
Operation{accountId=2834, type=WITHDRAW, value=5950}
Operation{accountId=1413, type=WITHDRAW, value=7978}
Operation{accountId=3775, type=WITHDRAW, value=7611}
Operation{accountId=4639, type=WITHDRAW, value=732}
Operation{accountId=9103, type=WITHDRAW, value=4361}
Operation{accountId=6904, type=WITHDRAW, value=4934}
Operation{accountId=6195, type=WITHDRAW, value=8875}
Operation{accountId=6139, type=WITHDRAW, value=4527}
Operation{accountId=7933, type=WITHDRAW, value=7949}
Operation{accountId=1581, type=WITHDRAW, value=5281}
Operation{accountId=9019, type=WITHDRAW, value=7599}
Operation{accountId=6671, type=WITHDRAW, value=9744}
Operation{accountId=4362, type=WITHDRAW, value=7329}
Operation{accountId=3117, type=WITHDRAW, value=4923}
Operation{accountId=139, type=WITHDRAW, value=4776}
Operation{accountId=9747, type=WITHDRAW, value=7022}
Operation{accountId=995, type=WITHDRAW, value=2154}
Operation{accountId=3935, type=WITHDRAW, value=5457}
Operation{accountId=1853, type=WITHDRAW, value=443}
Operation{accountId=754, type=WITHDRAW, value=8753}
Operation{accountId=9898, type=WITHDRAW, value=9029}
Operation{accountId=9585, type=WITHDRAW, value=1545}
Operation{accountId=1849, type=WITHDRAW, value=253}
Operation{accountId=2328, type=WITHDRAW, value=733}
Operation{accountId=5025, type=WITHDRAW, value=6664}
Operation{accountId=8845, type=WITHDRAW, value=4978}
Operation{accountId=826, type=WITHDRAW, value=970}
Operation{accountId=9330, type=WITHDRAW, value=2445}
Operation{accountId=2220, type=WITHDRAW, value=2086}
Operation{accountId=3156, type=WITHDRAW, value=5399}
Operation{accountId=4480, type=WITHDRAW, value=8567}
Operation{accountId=3201, type=WITHDRAW, value=8777}
Operation{accountId=8563, type=WITHDRAW, value=3097}
Operation{accountId=9334, type=WITHDRAW, value=6634}
Operation{accountId=8584, type=WITHDRAW, value=6693}
Operation{accountId=6742, type=WITHDRAW, value=2450}
Operation{accountId=8012, type=WITHDRAW, value=4888}
Operation{accountId=1815, type=WITHDRAW, value=6810}
Operation{accountId=3173, type=WITHDRAW, value=2911}
Operation{accountId=247, type=WITHDRAW, value=6179}
Operation{accountId=6644, type=WITHDRAW, value=5040}
Operation{accountId=7100, type=WITHDRAW, value=2127}
Operation{accountId=1818, type=WITHDRAW, value=3576}
Operation{accountId=3224, type=WITHDRAW, value=8655}
Operation{accountId=2519, type=WITHDRAW, value=2141}
Operation{accountId=875, type=WITHDRAW, value=5914}
Operation{accountId=5309, type=WITHDRAW, value=399}
Operation{accountId=6403, type=WITHDRAW, value=1719}
Operation{accountId=4771, type=WITHDRAW, value=9392}
Operation{accountId=8430, type=WITHDRAW, value=6344}
Operation{accountId=3462, type=WITHDRAW, value=8028}
Operation{accountId=7984, type=WITHDRAW, value=5699}
Operation{accountId=5241, type=WITHDRAW, value=8823}
Operation{accountId=8144, type=WITHDRAW, value=126}
Operation{accountId=3117, type=WITHDRAW, value=2386}
Operation{accountId=5084, type=WITHDRAW, value=6741}
Operation{accountId=6683, type=WITHDRAW, value=858}
Operation{accountId=1501, type=WITHDRAW, value=2299}
Operation{accountId=2494, type=WITHDRAW, value=2973}
Operation{accountId=6950, type=WITHDRAW, value=9771}
Operation{accountId=1775, type=WITHDRAW, value=5881}
Operation{accountId=8646, type=WITHDRAW, value=2570}
Operation{accountId=1736, type=WITHDRAW, value=4467}
Operation{accountId=3533, type=WITHDRAW, value=2604}
Operation{accountId=2937, type=WITHDRAW, value=4545}
Operation{accountId=3658, type=WITHDRAW, value=2447}
Operation{accountId=3577, type=WITHDRAW, value=3317}
Operation{accountId=8547, type=WITHDRAW, value=5399}
Operation{accountId=1540, type=WITHDRAW, value=9766}
Operation{accountId=7422, type=WITHDRAW, value=9991}
Operation{accountId=6371, type=WITHDRAW, value=7020}
Operation{accountId=460, type=WITHDRAW, value=6201}
Operation{accountId=9946, type=WITHDRAW, value=616}
